,id,kjkrfgld,bpowgknt,raksnhjf,vwpsxrgk,omtioxzz,yfmzwkru,tiwrsloh,weioazcf,poor
2424,91943,Lsuai,mDadf,DtMvg,qcizG,3.0,-3.0,3.0,10.5,False
7289,94971,Lsuai,zPfZR,zeYAm,NdlDR,30.0,-4.0,-13.0,-29.5,True
5702,31647,ljBjd,mDadf,qTmDg,NdlDR,21.0,-4.0,-9.0,-19.5,True
3734,73893,ljBjd,zPfZR,TKfyw,mIqzL,12.0,-3.0,-3.0,-4.5,False
5477,76568,qzGkS,hMHca,DtMvg,qXvRS,3.0,-3.0,-1.0,0.5,False
2557,66810,qzGkS,THHLT,DtMvg,DBUky,21.0,-4.0,-11.0,-24.5,True
5589,79859,qzGkS,THHLT,rXCdD,QRKWz,,-2.0,-5.0,-9.5,True
2833,48360,AfgYR,THHLT,qTmDg,mIqzL,12.0,-4.0,-7.0,-14.5,True
6480,95459,ljBjd,WXYiE,DtMvg,esAQH,12.0,-3.0,-7.0,-14.5,False
1893,86976,AfgYR,mDadf,rXCdD,qNABl,30.0,-3.0,,-14.5,True
2031,69804,Lsuai,zPfZR,DtMvg,VJaVA,21.0,-4.0,-5.0,-9.5,True
5346,29156,qzGkS,zPfZR,DtMvg,tXtkv,30.0,-1.0,-13.0,-29.5,False
1538,7242,KfoTG,zPfZR,qTmDg,DBUky,12.0,-4.0,-9.0,-19.5,True
6911,46433,GVYCk,THHLT,rXCdD,vVbnO,3.0,-4.0,3.0,10.5,False
7241,49176,GVYCk,mDadf,TKfyw,XAmOF,30.0,-2.0,-1.0,0.5,False
1156,74528,ljBjd,THHLT,rXCdD,AjMVN,30.0,-3.0,-15.0,-34.5,False
3419,32553,ljBjd,THHLT,DtMvg,tXtkv,12.0,-4.0,-5.0,-9.5,True
291,61059,qzGkS,zPfZR,TKfyw,qcizG,12.0,-2.0,-7.0,-14.5,True
5395,33713,qzGkS,zPfZR,DtMvg,puHHm,21.0,-3.0,-3.0,-4.5,False
3241,92992,Lsuai,THHLT,DtMvg,ARuYG,21.0,-4.0,-11.0,-24.5,True
7016,67379,qzGkS,mDadf,DtMvg,IDkCg,21.0,-3.0,-1.0,0.5,True
106,25011,KfoTG,,TKfyw,bUhyU,3.0,-4.0,-1.0,0.5,True
2179,28743,Lsuai,THHLT,DtMvg,XHmQd,21.0,-4.0,-7.0,-14.5,False
666,96219,KfoTG,THHLT,qTmDg,RpXJc,21.0,-3.0,3.0,10.5,False
8056,97072,qzGkS,mDadf,DtMvg,shPwO,30.0,-3.0,-3.0,-4.5,False
4847,27923,Lsuai,zPfZR,rXCdD,vVbnO,3.0,-4.0,,10.5,False
3933,83558,qzGkS,mDadf,qTmDg,bUhyU,21.0,-4.0,-9.0,-19.5,True
2938,80042,qzGkS,mDadf,qTmDg,bUhyU,12.0,-4.0,-7.0,-14.5,True
718,15065,Lsuai,hMHca,DtMvg,sPNOc,12.0,-3.0,-5.0,-9.5,False
5752,29776,Lsuai,hMHca,DtMvg,hmAUm,48.0,-1.0,-11.0,-24.5,True
3896,70388,AfgYR,zPfZR,DtMvg,puHHm,21.0,-4.0,-1.0,0.5,False
1100,71788,qzGkS,mDadf,DtMvg,QRKWz,12.0,-3.0,-9.0,-19.5,True
1915,93269,qzGkS,THHLT,rXCdD,QRKWz,30.0,-1.0,,-24.5,False
6484,86995,qzGkS,THHLT,qTmDg,ARuYG,12.0,-4.0,-5.0,-9.5,True
4226,20314,ljBjd,mDadf,DtMvg,qcizG,12.0,-3.0,-5.0,-9.5,True
4033,85784,qzGkS,THHLT,rXCdD,QRKWz,12.0,-4.0,1.0,5.5,False
4299,72193,Lsuai,THHLT,DtMvg,qXvRS,3.0,-2.0,3.0,10.5,False
3870,64463,qzGkS,THHLT,DtMvg,BidgV,12.0,-4.0,3.0,10.5,True
693,63326,Lsuai,hMHca,DtMvg,hmAUm,3.0,-4.0,1.0,5.5,False
3383,98106,Lsuai,mDadf,qTmDg,NdlDR,21.0,-3.0,-11.0,-24.5,True
3589,94429,KfoTG,DnomH,zeYAm,ZlqSm,21.0,-2.0,3.0,10.5,False
6899,47231,Lsuai,THHLT,DtMvg,hmAUm,3.0,-3.0,-1.0,0.5,False
6749,24724,KfoTG,WXYiE,TKfyw,esAQH,3.0,-4.0,1.0,5.5,True
3144,46316,KfoTG,zPfZR,rXCdD,vVbnO,12.0,-3.0,-3.0,-4.5,True
2505,83110,Lsuai,WXYiE,DtMvg,hmAUm,12.0,-3.0,1.0,5.5,False
4141,96574,Lsuai,THHLT,DtMvg,NdlDR,21.0,-2.0,-3.0,-4.5,False
5986,89842,qzGkS,THHLT,DtMvg,qcizG,30.0,-4.0,-5.0,-9.5,True
4487,51754,KfoTG,THHLT,DtMvg,mIqzL,30.0,-2.0,-13.0,-29.5,False
3603,48746,Lsuai,mDadf,zeYAm,vVbnO,30.0,-2.0,-11.0,-24.5,True
438,37899,Lsuai,THHLT,DtMvg,RpXJc,12.0,,1.0,5.5,False
2605,26028,qzGkS,WXYiE,DtMvg,esAQH,3.0,-4.0,-7.0,-14.5,True
4967,19154,GVYCk,zPfZR,TKfyw,,21.0,-3.0,-11.0,-24.5,True
1007,26974,qzGkS,THHLT,DtMvg,bUhyU,30.0,-3.0,-3.0,-4.5,False
7923,41730,tnDpM,mDadf,qTmDg,tXtkv,3.0,-4.0,-1.0,0.5,True
6390,3829,Lsuai,THHLT,DtMvg,yygvO,21.0,-2.0,3.0,10.5,False
2762,59809,KfoTG,hMHca,,mIqzL,21.0,-3.0,-13.0,-29.5,False
2037,47833,Lsuai,zPfZR,DtMvg,ZCIYy,21.0,-2.0,-7.0,-14.5,False
3413,77494,KfoTG,mDadf,DtMvg,BidgV,12.0,-4.0,1.0,5.5,False
3747,42536,Lsuai,zPfZR,rXCdD,qNABl,30.0,-3.0,-5.0,-9.5,False
6048,95666,KfoTG,zPfZR,DtMvg,RpXJc,,-4.0,-3.0,-4.5,False
7299,56998,KfoTG,zPfZR,,sPNOc,12.0,-3.0,3.0,10.5,False
3789,29422,qzGkS,zPfZR,TKfyw,SaVqO,21.0,-3.0,-5.0,-9.5,True
1141,24731,qzGkS,THHLT,rXCdD,sPNOc,21.0,-2.0,3.0,,False
3443,68910,KfoTG,THHLT,DtMvg,yygvO,39.0,-3.0,-9.0,-19.5,False
1808,5819,AfgYR,zPfZR,qTmDg,tXtkv,3.0,-4.0,-3.0,-4.5,True
1299,19073,GVYCk,zPfZR,zeYAm,NdlDR,21.0,-4.0,1.0,5.5,False
2720,33514,ljBjd,mDadf,qTmDg,XAmOF,12.0,-3.0,1.0,5.5,False
5282,19883,ljBjd,THHLT,DtMvg,yKWYC,21.0,-3.0,-3.0,-4.5,True
4150,35180,Lsuai,THHLT,rXCdD,sPNOc,39.0,-1.0,-9.0,-19.5,False
5814,85053,qzGkS,mDadf,qTmDg,VJaVA,12.0,-2.0,,0.5,True
4688,99670,qzGkS,THHLT,zeYAm,BidgV,12.0,-3.0,-7.0,-14.5,True
2854,19374,qzGkS,THHLT,qTmDg,xzgJe,3.0,-4.0,-3.0,-4.5,True
2649,15912,AfgYR,WXYiE,rXCdD,qNABl,21.0,-4.0,3.0,10.5,False
4091,1121,KfoTG,zPfZR,TKfyw,SaVqO,21.0,-4.0,-5.0,-9.5,True
4332,26550,Lsuai,hMHca,qTmDg,RpXJc,57.0,-1.0,-9.0,-19.5,False
7765,92247,qzGkS,THHLT,rXCdD,IJnCs,,-3.0,-7.0,-14.5,False
6604,62035,qzGkS,THHLT,DtMvg,esAQH,12.0,-3.0,-5.0,-9.5,True
24,83670,Lsuai,mDadf,DtMvg,ARuYG,3.0,-4.0,3.0,10.5,False
7353,89596,qzGkS,hMHca,DtMvg,sPNOc,21.0,-2.0,-17.0,-39.5,False
1633,3816,ljBjd,zPfZR,rXCdD,IJnCs,21.0,-4.0,1.0,5.5,False
835,81402,qzGkS,THHLT,DtMvg,ARuYG,3.0,-3.0,-3.0,-4.5,False
3737,41355,Lsuai,mDadf,,hmAUm,12.0,-4.0,-5.0,-9.5,True
2005,82038,Lsuai,THHLT,zeYAm,BidgV,12.0,-3.0,-9.0,-19.5,True
2101,51636,qzGkS,THHLT,zeYAm,IDkCg,30.0,-3.0,-7.0,-14.5,True
6528,83642,KfoTG,,,esAQH,21.0,-2.0,-5.0,-9.5,True
7786,45262,qzGkS,zPfZR,TKfyw,puHHm,12.0,-4.0,1.0,5.5,True
689,75252,Lsuai,hMHca,DtMvg,,12.0,-3.0,-1.0,0.5,False
177,22885,qzGkS,,DtMvg,sPNOc,21.0,-3.0,-3.0,-4.5,False
5075,78176,ljBjd,THHLT,qTmDg,sPNOc,30.0,-3.0,-11.0,-24.5,False
1426,60806,ljBjd,THHLT,zeYAm,tXtkv,12.0,-3.0,-7.0,-14.5,True
2964,64926,qzGkS,THHLT,DtMvg,tXtkv,39.0,-2.0,-5.0,-9.5,False
6560,32019,Lsuai,THHLT,DtMvg,esAQH,12.0,-4.0,-1.0,0.5,False
5309,13842,qzGkS,zPfZR,DtMvg,XHmQd,12.0,-4.0,-9.0,-19.5,True
3698,13894,qzGkS,THHLT,qTmDg,bUhyU,12.0,-4.0,-7.0,-14.5,True
460,86100,qzGkS,,DtMvg,shPwO,48.0,-2.0,-9.0,-19.5,False
3182,39711,qzGkS,mDadf,DtMvg,yKWYC,12.0,-4.0,-3.0,-4.5,True
7937,5319,qzGkS,zPfZR,DtMvg,NdlDR,21.0,-3.0,-5.0,-9.5,False
1183,52997,ljBjd,mDadf,DtMvg,vVbnO,57.0,-2.0,-29.0,-69.5,True
3213,48165,Lsuai,zPfZR,qTmDg,SaVqO,12.0,-3.0,-3.0,-4.5,True
1271,74104,KfoTG,mDadf,rXCdD,IDkCg,3.0,-3.0,-1.0,0.5,True
2443,50747,Lsuai,zPfZR,zeYAm,BidgV,12.0,-2.0,-5.0,-9.5,False
2704,704,KfoTG,zPfZR,qTmDg,qNABl,21.0,-3.0,-1.0,0.5,False
5087,92480,KfoTG,THHLT,DtMvg,XAmOF,12.0,-3.0,-3.0,-4.5,True
5206,688,ljBjd,THHLT,rXCdD,AjMVN,,-4.0,-1.0,0.5,False
6587,51935,KfoTG,THHLT,,IDkCg,21.0,-3.0,-5.0,-9.5,True
7237,92612,KfoTG,mDadf,DtMvg,lwCkE,21.0,-3.0,-1.0,0.5,True
3885,53254,AfgYR,THHLT,DtMvg,,,-3.0,-3.0,-4.5,False
4282,47011,KfoTG,DnomH,zeYAm,yKWYC,39.0,-3.0,-5.0,-9.5,False
1906,43853,qzGkS,mDadf,zeYAm,yKWYC,12.0,-3.0,-3.0,-4.5,True
1244,46116,ljBjd,zPfZR,TKfyw,yKWYC,30.0,-4.0,-11.0,-24.5,True
2195,33556,KfoTG,mDadf,TKfyw,ZCIYy,3.0,-2.0,-5.0,-9.5,True
824,45915,qzGkS,THHLT,DtMvg,vVbnO,30.0,-3.0,-9.0,-19.5,True
66,49798,KfoTG,zPfZR,rXCdD,IJnCs,21.0,-4.0,-5.0,-9.5,True
6564,91563,Lsuai,DnomH,DtMvg,bUhyU,3.0,-4.0,1.0,5.5,True
269,5870,UhSVl,mDadf,DtMvg,ZCIYy,21.0,-2.0,-1.0,0.5,False
6951,19583,tnDpM,zPfZR,TKfyw,qNABl,12.0,-3.0,-7.0,-14.5,False
4304,83896,Lsuai,THHLT,DtMvg,bUhyU,21.0,-2.0,1.0,5.5,False
2798,65516,KfoTG,WXYiE,rXCdD,AjMVN,21.0,-4.0,-13.0,-29.5,True
4903,67138,ljBjd,THHLT,TKfyw,ARuYG,12.0,-3.0,-1.0,0.5,False
3033,25933,KfoTG,WXYiE,zeYAm,esAQH,12.0,-3.0,,-9.5,True
4839,40057,Lsuai,mDadf,qTmDg,xzgJe,12.0,-4.0,3.0,10.5,False
4088,68625,qzGkS,THHLT,DtMvg,SaVqO,39.0,-1.0,,-24.5,False
3925,29277,GVYCk,mDadf,,vVbnO,3.0,-3.0,-1.0,0.5,True
4057,73834,qzGkS,hMHca,rXCdD,sPNOc,12.0,-2.0,-1.0,0.5,False
1626,87926,qzGkS,THHLT,DtMvg,ZlqSm,21.0,-3.0,-11.0,-24.5,True
4610,34660,Lsuai,THHLT,DtMvg,sPNOc,12.0,-3.0,-3.0,-4.5,False
2412,30034,KfoTG,THHLT,DtMvg,yygvO,30.0,,-7.0,-14.5,False
2078,69290,Lsuai,zPfZR,rXCdD,vVbnO,3.0,-3.0,3.0,10.5,False
1357,21840,KfoTG,zPfZR,qTmDg,IJnCs,21.0,-4.0,3.0,10.5,False
1831,14107,qzGkS,THHLT,qTmDg,shPwO,21.0,-3.0,-5.0,-9.5,False
428,80811,qzGkS,THHLT,DtMvg,mIqzL,3.0,,-3.0,-4.5,False
5476,64067,KfoTG,THHLT,DtMvg,XAmOF,3.0,-3.0,-1.0,0.5,True
4640,73964,KfoTG,THHLT,,VJaVA,3.0,-2.0,-1.0,0.5,True
2074,69920,KfoTG,mDadf,DtMvg,,21.0,-3.0,-9.0,-19.5,True
4832,54914,Lsuai,THHLT,DtMvg,QRKWz,12.0,-3.0,-7.0,-14.5,False
4664,47905,qzGkS,THHLT,DtMvg,qcizG,12.0,-4.0,-9.0,-19.5,False
1516,52707,qzGkS,THHLT,rXCdD,IJnCs,21.0,-4.0,-9.0,-19.5,True
2579,66404,qzGkS,THHLT,rXCdD,vVbnO,30.0,-1.0,-11.0,-24.5,False
5348,54277,qzGkS,THHLT,qTmDg,mIqzL,21.0,-2.0,-3.0,-4.5,True
5354,79557,Lsuai,THHLT,rXCdD,AjMVN,21.0,-2.0,-5.0,-9.5,False
6258,38818,GVYCk,THHLT,qTmDg,,21.0,-3.0,-5.0,-9.5,True
7626,1110,qzGkS,THHLT,DtMvg,IDkCg,3.0,-4.0,-7.0,-14.5,True
8151,7737,Lsuai,THHLT,qTmDg,SaVqO,12.0,-2.0,-7.0,-14.5,False
965,87659,ljBjd,mDadf,rXCdD,vVbnO,12.0,-3.0,-9.0,-19.5,True
4495,66505,ljBjd,mDadf,DtMvg,yKWYC,12.0,-4.0,-1.0,0.5,False
7570,78471,UhSVl,mDadf,rXCdD,AjMVN,,-4.0,3.0,10.5,False
5744,48581,qzGkS,mDadf,rXCdD,AjMVN,3.0,-3.0,-1.0,0.5,False
4933,54785,Lsuai,THHLT,DtMvg,SaVqO,,-2.0,-9.0,-19.5,True
966,1064,qzGkS,mDadf,TKfyw,puHHm,,-3.0,-3.0,-4.5,True
1719,93704,KfoTG,THHLT,DtMvg,esAQH,12.0,-4.0,-3.0,-4.5,True
2725,20934,Lsuai,THHLT,qTmDg,,12.0,,-11.0,-24.5,True
7472,58738,qzGkS,THHLT,,sPNOc,30.0,-2.0,-7.0,-14.5,False
6262,30174,KfoTG,zPfZR,TKfyw,tXtkv,12.0,-3.0,-5.0,-9.5,False
940,85615,Lsuai,mDadf,DtMvg,ARuYG,3.0,-4.0,1.0,5.5,True
38,13350,UhSVl,THHLT,DtMvg,IDkCg,21.0,-4.0,-3.0,-4.5,True
4497,23552,tnDpM,mDadf,DtMvg,,12.0,-3.0,-3.0,-4.5,True
4725,70865,qzGkS,mDadf,DtMvg,AjMVN,12.0,-3.0,-3.0,-4.5,True
3959,97060,qzGkS,mDadf,DtMvg,XAmOF,30.0,-3.0,-19.0,-44.5,True
3140,372,qzGkS,mDadf,DtMvg,ZCIYy,3.0,-2.0,-3.0,-4.5,False
1346,79061,Lsuai,THHLT,rXCdD,SaVqO,21.0,-2.0,-3.0,-4.5,False
7919,43260,,hMHca,DtMvg,IDkCg,12.0,-4.0,-3.0,-4.5,True
5077,48072,Lsuai,zPfZR,qTmDg,hmAUm,12.0,-4.0,3.0,10.5,False
7052,20471,qzGkS,THHLT,zeYAm,,30.0,-3.0,-5.0,,False
2281,61196,Lsuai,THHLT,DtMvg,yKWYC,30.0,-1.0,,10.5,False
4806,429,GVYCk,zPfZR,DtMvg,tXtkv,12.0,-4.0,-3.0,-4.5,True
1330,92372,KfoTG,zPfZR,TKfyw,tXtkv,3.0,-3.0,-5.0,-9.5,True
2534,84766,Lsuai,mDadf,DtMvg,DBUky,21.0,-2.0,-7.0,-14.5,False
5218,27726,tnDpM,THHLT,TKfyw,qNABl,12.0,-3.0,-1.0,0.5,False
2639,49898,qzGkS,mDadf,DtMvg,BidgV,21.0,-2.0,-9.0,-19.5,True
4632,15141,Lsuai,DnomH,zeYAm,yKWYC,30.0,-3.0,-7.0,-14.5,True
469,62207,qzGkS,THHLT,,bUhyU,39.0,-2.0,-1.0,0.5,False
2060,84837,KfoTG,THHLT,DtMvg,yygvO,21.0,-2.0,-5.0,-9.5,False
5650,89203,GVYCk,zPfZR,DtMvg,yygvO,30.0,-4.0,-5.0,-9.5,False
341,68266,tnDpM,zPfZR,qTmDg,tXtkv,21.0,-4.0,-1.0,0.5,True
6723,51364,tnDpM,THHLT,TKfyw,AjMVN,12.0,-4.0,1.0,5.5,False
6925,94562,GVYCk,zPfZR,zeYAm,NdlDR,12.0,-4.0,1.0,5.5,False
7439,84853,KfoTG,,DtMvg,ARuYG,21.0,-2.0,-3.0,-4.5,True
7517,15825,qzGkS,mDadf,DtMvg,ZCIYy,3.0,-3.0,1.0,5.5,False
919,40432,qzGkS,THHLT,DtMvg,XHmQd,30.0,-3.0,-15.0,-34.5,True
6987,91335,qzGkS,THHLT,DtMvg,sPNOc,21.0,-4.0,-11.0,-24.5,False
1098,3800,Lsuai,THHLT,DtMvg,qXvRS,3.0,-2.0,-1.0,0.5,False
6677,18716,KfoTG,THHLT,DtMvg,XAmOF,3.0,-2.0,-5.0,-9.5,False
7135,62615,Lsuai,THHLT,DtMvg,qcizG,21.0,-4.0,-13.0,-29.5,True
649,46572,Lsuai,THHLT,rXCdD,qNABl,,-4.0,1.0,5.5,False
1988,82556,Lsuai,THHLT,DtMvg,DBUky,12.0,-4.0,-3.0,-4.5,False
5012,77573,Lsuai,WXYiE,DtMvg,,21.0,-3.0,1.0,5.5,False
358,27471,qzGkS,mDadf,DtMvg,ARuYG,3.0,-3.0,-7.0,-14.5,False
3801,38839,qzGkS,hMHca,DtMvg,sPNOc,3.0,-4.0,-1.0,0.5,False
2925,91122,KfoTG,THHLT,rXCdD,sPNOc,30.0,-2.0,-5.0,-9.5,False
7947,50676,,mDadf,DtMvg,yygvO,21.0,-3.0,-7.0,-14.5,False
920,71399,qzGkS,THHLT,qTmDg,shPwO,39.0,-3.0,-9.0,-19.5,False
4471,7698,Lsuai,THHLT,DtMvg,puHHm,30.0,-2.0,-9.0,-19.5,False
2491,49718,qzGkS,THHLT,rXCdD,sPNOc,12.0,-2.0,-3.0,-4.5,False
1570,91133,KfoTG,zPfZR,qTmDg,tXtkv,21.0,-4.0,-15.0,,True
6625,60294,qzGkS,THHLT,zeYAm,ZlqSm,21.0,-2.0,-13.0,-29.5,True
4306,55715,qzGkS,WXYiE,DtMvg,bUhyU,12.0,-3.0,-3.0,-4.5,False
4110,95875,qzGkS,THHLT,DtMvg,qcizG,12.0,-3.0,-3.0,-4.5,True
6062,30406,ljBjd,,TKfyw,mIqzL,21.0,,-3.0,-4.5,True
7037,90925,qzGkS,THHLT,qTmDg,bUhyU,12.0,-4.0,-5.0,-9.5,True
2716,44801,qzGkS,THHLT,DtMvg,shPwO,12.0,-2.0,-3.0,-4.5,True
705,80041,Lsuai,THHLT,rXCdD,qNABl,21.0,-3.0,,0.5,False
4790,91247,KfoTG,THHLT,TKfyw,qNABl,30.0,-3.0,-9.0,-19.5,True
4222,88907,qzGkS,mDadf,TKfyw,bUhyU,12.0,-4.0,-1.0,0.5,True
4396,50692,ljBjd,zPfZR,DtMvg,XAmOF,21.0,-3.0,-5.0,-9.5,False
3240,82806,ljBjd,THHLT,DtMvg,XAmOF,,-2.0,-9.0,-19.5,False
1139,79840,qzGkS,zPfZR,qTmDg,shPwO,30.0,-3.0,-7.0,-14.5,False
5732,28789,Lsuai,mDadf,DtMvg,XAmOF,21.0,-2.0,-3.0,-4.5,False
7490,35401,Lsuai,mDadf,DtMvg,qcizG,39.0,-3.0,1.0,5.5,False
1896,1364,qzGkS,DnomH,rXCdD,qNABl,12.0,-4.0,3.0,10.5,False
2372,22175,ljBjd,THHLT,DtMvg,yygvO,39.0,-3.0,-1.0,0.5,False
6161,39524,qzGkS,,qTmDg,qNABl,30.0,-3.0,-9.0,-19.5,False
1073,52241,,THHLT,rXCdD,SaVqO,21.0,-4.0,3.0,10.5,False
7165,16836,Lsuai,zPfZR,TKfyw,puHHm,30.0,-4.0,-3.0,-4.5,False
6078,32298,KfoTG,THHLT,DtMvg,mIqzL,30.0,-4.0,-9.0,-19.5,True
4454,74964,qzGkS,hMHca,qTmDg,sPNOc,12.0,-2.0,-3.0,-4.5,False
990,38789,KfoTG,WXYiE,DtMvg,XHmQd,12.0,-2.0,-1.0,0.5,True
240,56808,qzGkS,WXYiE,qTmDg,VJaVA,3.0,-3.0,-1.0,0.5,True
488,28425,qzGkS,THHLT,DtMvg,esAQH,39.0,-1.0,-9.0,-19.5,False
6380,75015,qzGkS,THHLT,rXCdD,sPNOc,21.0,-3.0,-7.0,-14.5,False
3580,67242,KfoTG,zPfZR,DtMvg,mIqzL,12.0,-4.0,-1.0,0.5,False
5726,34863,qzGkS,,DtMvg,puHHm,39.0,-3.0,-1.0,0.5,False
777,41607,qzGkS,mDadf,DtMvg,yKWYC,12.0,-4.0,-3.0,-4.5,False
2091,4032,Lsuai,THHLT,qTmDg,xzgJe,21.0,-4.0,1.0,5.5,False
5114,43239,qzGkS,THHLT,DtMvg,shPwO,30.0,-3.0,-5.0,-9.5,False
54,27580,Lsuai,THHLT,DtMvg,XHmQd,30.0,-2.0,-15.0,-34.5,True
3782,84407,qzGkS,WXYiE,DtMvg,esAQH,12.0,-3.0,-1.0,0.5,False
6820,24469,qzGkS,THHLT,DtMvg,sPNOc,39.0,-2.0,-1.0,0.5,False
2519,62139,qzGkS,WXYiE,DtMvg,lwCkE,12.0,-4.0,1.0,5.5,True
1815,71692,qzGkS,mDadf,qTmDg,VJaVA,12.0,-2.0,-15.0,-34.5,True
2047,54789,Lsuai,THHLT,DtMvg,ARuYG,12.0,-4.0,-1.0,0.5,True
6651,34828,UhSVl,mDadf,zeYAm,ZlqSm,12.0,-3.0,-7.0,-14.5,True
1767,34588,,zPfZR,qTmDg,hmAUm,3.0,-4.0,1.0,5.5,False
251,35888,KfoTG,,DtMvg,XHmQd,39.0,-3.0,-9.0,-19.5,False
2373,34199,ljBjd,mDadf,DtMvg,lwCkE,3.0,-3.0,-1.0,0.5,False
2886,39,Lsuai,mDadf,qTmDg,SaVqO,30.0,-3.0,-13.0,-29.5,False
3915,37520,qzGkS,THHLT,DtMvg,esAQH,12.0,-3.0,-1.0,0.5,True
4616,82383,Lsuai,THHLT,DtMvg,NdlDR,21.0,-2.0,-7.0,-14.5,False
2985,38419,Lsuai,THHLT,rXCdD,SaVqO,21.0,-3.0,-7.0,-14.5,True
5510,51008,KfoTG,THHLT,qTmDg,RpXJc,12.0,-3.0,-1.0,0.5,False
3215,72665,KfoTG,zPfZR,rXCdD,qNABl,30.0,-1.0,1.0,5.5,False
5172,86243,Lsuai,THHLT,DtMvg,ARuYG,12.0,-3.0,1.0,,False
4979,43785,qzGkS,THHLT,rXCdD,vVbnO,30.0,-4.0,1.0,5.5,True
3031,83931,ljBjd,WXYiE,DtMvg,XAmOF,12.0,-2.0,-3.0,-4.5,False
3266,92570,Lsuai,zPfZR,DtMvg,XAmOF,21.0,-4.0,1.0,5.5,False
6414,10933,qzGkS,THHLT,zeYAm,yKWYC,12.0,-4.0,-5.0,-9.5,False
3271,35504,KfoTG,THHLT,DtMvg,esAQH,21.0,-2.0,-5.0,-9.5,False
3001,73870,Lsuai,hMHca,DtMvg,sPNOc,12.0,,1.0,5.5,False
4334,68475,KfoTG,THHLT,TKfyw,bUhyU,12.0,-1.0,-5.0,-9.5,False
7476,42292,qzGkS,THHLT,DtMvg,SaVqO,12.0,-3.0,-3.0,-4.5,False
4418,13947,Lsuai,hMHca,DtMvg,RpXJc,30.0,-1.0,-5.0,-9.5,False
7790,43093,qzGkS,mDadf,DtMvg,qXvRS,12.0,-2.0,1.0,5.5,False
5761,58887,qzGkS,THHLT,DtMvg,mIqzL,12.0,-2.0,-5.0,-9.5,False
4825,45101,Lsuai,mDadf,DtMvg,mIqzL,12.0,-3.0,-1.0,0.5,True
372,29160,GVYCk,,rXCdD,vVbnO,30.0,-3.0,-3.0,-4.5,False
7207,45988,qzGkS,THHLT,rXCdD,AjMVN,12.0,-2.0,1.0,5.5,False
6863,22422,KfoTG,mDadf,rXCdD,qNABl,21.0,-4.0,-7.0,-14.5,False
2469,33887,qzGkS,THHLT,qTmDg,shPwO,48.0,-1.0,-13.0,-29.5,False
4519,2960,qzGkS,mDadf,DtMvg,qXvRS,21.0,-3.0,-1.0,0.5,False
7451,86969,Lsuai,mDadf,DtMvg,XAmOF,12.0,-4.0,3.0,10.5,False
1327,15336,qzGkS,zPfZR,DtMvg,qNABl,12.0,-4.0,-7.0,-14.5,True
1230,51482,qzGkS,mDadf,zeYAm,vVbnO,12.0,-3.0,-5.0,-9.5,True
580,22782,Lsuai,mDadf,zeYAm,VJaVA,3.0,-4.0,-3.0,,True
3138,31313,tnDpM,THHLT,qTmDg,NdlDR,30.0,-3.0,-5.0,-9.5,False
3442,66821,Lsuai,THHLT,DtMvg,IDkCg,12.0,-3.0,-3.0,-4.5,True
1615,64876,ljBjd,zPfZR,qTmDg,ARuYG,12.0,-4.0,1.0,5.5,True
2449,29195,KfoTG,zPfZR,qTmDg,qcizG,-6.0,-4.0,1.0,5.5,False
1953,79333,Lsuai,zPfZR,TKfyw,puHHm,12.0,-3.0,1.0,5.5,True
7635,30599,qzGkS,zPfZR,DtMvg,,21.0,-2.0,-11.0,-24.5,False
6842,47418,GVYCk,THHLT,DtMvg,XAmOF,12.0,-2.0,-1.0,0.5,False
7615,12751,qzGkS,THHLT,DtMvg,qcizG,12.0,-4.0,-7.0,-14.5,True
3103,80457,Lsuai,THHLT,DtMvg,DBUky,12.0,-2.0,-3.0,-4.5,False
5889,50281,qzGkS,THHLT,DtMvg,shPwO,12.0,-3.0,-3.0,-4.5,False
3652,39257,qzGkS,THHLT,DtMvg,BidgV,,-3.0,-3.0,-4.5,False
4436,72581,KfoTG,mDadf,rXCdD,IDkCg,12.0,-4.0,3.0,10.5,False
132,68538,qzGkS,mDadf,DtMvg,xzgJe,3.0,-4.0,1.0,5.5,True
7657,76507,Lsuai,zPfZR,zeYAm,NdlDR,12.0,-4.0,-7.0,-14.5,True
1868,25588,Lsuai,THHLT,DtMvg,esAQH,12.0,-4.0,-1.0,0.5,False
3672,94479,KfoTG,THHLT,DtMvg,esAQH,12.0,-2.0,-7.0,-14.5,True
6738,4602,Lsuai,mDadf,DtMvg,yygvO,,-1.0,-9.0,-19.5,False
5906,44659,qzGkS,zPfZR,DtMvg,VJaVA,12.0,-4.0,-9.0,-19.5,True
6570,97496,Lsuai,THHLT,qTmDg,esAQH,12.0,-3.0,-7.0,-14.5,False
3686,54201,KfoTG,THHLT,,IJnCs,39.0,-3.0,-1.0,0.5,False
5823,86080,Lsuai,THHLT,DtMvg,RpXJc,30.0,-2.0,-17.0,-39.5,False
3806,29980,KfoTG,THHLT,TKfyw,xzgJe,21.0,-4.0,-3.0,-4.5,True
2199,83258,Lsuai,zPfZR,rXCdD,VJaVA,3.0,-3.0,1.0,5.5,False
4360,43523,GVYCk,WXYiE,DtMvg,yygvO,3.0,-2.0,1.0,5.5,False
5391,51728,qzGkS,THHLT,rXCdD,QRKWz,30.0,-3.0,-3.0,-4.5,True
